Enlace,Periodo,Cap,Real,Img
TULA-JILO,05.__2025,0.00,0.00,0.00
TULA-JILO,06.__2026,200.00,0.00,0.02
TULA-JILO,07.__2027,0.00,0.00,0.00
TULA-JILO,08.__2028,0.00,0.00,0.00
TULA-JILO,09.__2029,0.00,0.00,0.00
TULA-JILO,10.__2030,0.00,0.00,0.00
TULA-JILO,11.__2031,0.00,0.00,0.00
TULA-JILO,12.__2032,0.00,0.00,0.00
TULA-JILO,13.__2033,0.00,0.00,0.00
TULA-JILO,14.__2034,0.00,0.00,0.00
TULA-JILO,15.__2035,0.00,0.00,0.00
TULA-JILO,16.__2036,0.00,0.00,0.00
TULA-JILO,17.__2037,0.00,0.00,0.00
TULA-JILO,18.__2038,0.00,0.00,0.00
TULA-JILO,19.__2039,0.00,0.00,0.00
TULA-JILO,20.__2040,0.00,0.00,0.00
TULA-JILO,21.__2041,0.00,0.00,0.00
TULA-QUER,01.__2021,"1,550.00",0.00,0.01
TULA-QUER,02.__2022,0.00,0.00,0.00
TULA-QUER,03.__2023,0.00,0.00,0.00
TULA-QUER,04.__2024,0.00,0.00,0.00
TULA-QUER,05.__2025,0.00,0.00,0.00
TULA-QUER,06.__2026,-75.00,"1,000.00","10,000.00"
TULA-QUER,07.__2027,0.00,0.00,0.00
TULA-QUER,08.__2028,0.00,0.00,0.00
TULA-QUER,09.__2029,0.00,0.00,0.00
TULA-QUER,10.__2030,0.00,0.00,0.00
TULA-QUER,11.__2031,0.00,0.00,0.00
TULA-QUER,12.__2032,0.00,0.00,0.00
TULA-QUER,13.__2033,0.00,0.00,0.00
TULA-QUER,14.__2034,0.00,0.00,0.00
TULA-QUER,15.__2035,0.00,0.00,0.00
TULA-QUER,16.__2036,0.00,0.00,0.00
TULA-QUER,17.__2037,0.00,0.00,0.00
TULA-QUER,18.__2038,0.00,0.00,0.00
TULA-QUER,19.__2039,0.00,0.00,0.00
TULA-QUER,20.__2040,0.00,0.00,0.00
TULA-QUER,21.__2041,0.00,0.00,0.00
VALLA-CANC,01.__2021,335.00,0.01,0.06
VALLA-CANC,02.__2022,0.00,0.00,0.00
VALLA-CANC,03.__2023,0.00,0.00,0.00
VALLA-CANC,04.__2024,50.00,8.73,564.40
VALLA-CANC,05.__2025,0.00,0.00,0.00
VALLA-CANC,06.__2026,0.00,0.00,0.00
VALLA-CANC,07.__2027,0.00,0.00,0.00
VALLA-CANC,08.__2028,0.00,0.00,0.00
VALLA-CANC,09.__2029,0.00,0.00,0.00
VALLA-CANC,10.__2030,0.00,0.00,0.00
VALLA-CANC,11.__2031,0.00,0.00,0.00
VALLA-CANC,12.__2032,0.00,0.00,0.00
VALLA-CANC,13.__2033,0.00,0.00,0.00
VALLA-CANC,14.__2034,0.00,0.00,0.00
VALLA-CANC,15.__2035,0.00,0.00,0.00
VALLA-CANC,16.__2036,0.00,0.00,0.00
VALLA-CANC,17.__2037,0.00,0.00,0.00
VALLA-CANC,18.__2038,0.00,0.00,0.00
VALLA-CANC,19.__2039,0.00,0.00,0.00
VALLA-CANC,20.__2040,0.00,0.00,0.00
VALLA-CANC,21.__2041,0.00,0.00,0.00
VALLA-PLYC,01.__2021,40.00,0.10,0.37
VALLA-PLYC,02.__2022,0.00,0.00,0.00
VALLA-PLYC,03.__2023,0.00,0.00,0.00
VALLA-PLYC,04.__2024,0.00,0.00,0.00
VALLA-PLYC,05.__2025,0.00,0.00,0.00
VALLA-PLYC,06.__2026,0.00,0.00,0.00
VALLA-PLYC,07.__2027,0.00,0.00,0.00
VALLA-PLYC,08.__2028,0.00,0.00,0.00
VALLA-PLYC,09.__2029,0.00,0.00,0.00
VALLA-PLYC,10.__2030,0.00,0.00,0.00
VALLA-PLYC,11.__2031,0.00,0.00,0.00
VALLA-PLYC,12.__2032,0.00,0.00,0.00
VALLA-PLYC,13.__2033,0.00,0.00,0.00
VALLA-PLYC,14.__2034,0.00,0.00,0.00
VALLA-PLYC,15.__2035,0.00,0.00,0.00
VALLA-PLYC,16.__2036,0.00,0.00,0.00
VALLA-PLYC,17.__2037,0.00,0.00,0.00
VALLA-PLYC,18.__2038,0.00,0.00,0.00
VALLA-PLYC,19.__2039,0.00,0.00,0.00
VALLA-PLYC,20.__2040,0.00,0.00,0.00
VALLA-PLYC,21.__2041,0.00,0.00,0.00
VALL-HUA,01.__2021,"1,050.00",0.00,0.01
VALL-HUA,02.__2022,0.00,0.00,0.00
VALL-HUA,03.__2023,0.00,0.00,0.00
VALL-HUA,04.__2024,0.00,0.00,0.00
VALL-HUA,05.__2025,0.00,0.00,0.00
VALL-HUA,06.__2026,0.00,0.00,0.00
VALL-HUA,07.__2027,0.00,0.00,0.00
VALL-HUA,08.__2028,0.00,0.00,0.00
VALL-HUA,09.__2029,0.00,0.00,0.00
VALL-HUA,10.__2030,0.00,0.00,0.00
VALL-HUA,11.__2031,0.00,0.00,0.00
VALL-HUA,12.__2032,0.00,0.00,0.00
VALL-HUA,13.__2033,0.00,0.00,0.00
VALL-HUA,14.__2034,0.00,0.00,0.00
VALL-HUA,15.__2035,0.00,0.00,0.00
VALL-HUA,16.__2036,0.00,0.00,0.00
VALL-HUA,17.__2037,0.00,0.00,0.00
VALL-HUA,18.__2038,0.00,0.00,0.00
VALL-HUA,19.__2039,0.00,0.00,0.00
VALL-HUA,20.__2040,0.00,0.00,0.00
VALL-HUA,21.__2041,0.00,0.00,0.00
VALL-SLP,01.__2021,"1,500.00",0.00,0.03
VALL-SLP,02.__2022,0.00,0.00,0.00
VALL-SLP,03.__2023,0.00,0.00,0.00
VALL-SLP,04.__2024,0.00,0.00,0.00
VALL-SLP,05.__2025,0.00,0.00,0.00
VALL-SLP,06.__2026,0.00,0.00,0.00
VALL-SLP,07.__2027,0.00,0.00,0.00
VALL-SLP,08.__2028,0.00,0.00,0.00
VALL-SLP,09.__2029,0.00,0.00,0.00
VALL-SLP,10.__2030,0.00,0.00,0.00
VALL-SLP,11.__2031,0.00,0.00,0.00
VALL-SLP,12.__2032,0.00,0.00,0.00
VALL-SLP,13.__2033,0.00,0.00,0.00
VALL-SLP,14.__2034,0.00,0.00,0.00
VALL-SLP,15.__2035,0.00,0.00,0.00
VALL-SLP,16.__2036,0.00,0.00,0.00
VALL-SLP,17.__2037,0.00,0.00,0.00
VALL-SLP,18.__2038,0.00,0.00,0.00
VALL-SLP,19.__2039,0.00,0.00,0.00
VALL-SLP,20.__2040,0.00,0.00,0.00
VALL-SLP,21.__2041,0.00,0.00,0.00
VERA-TEMA,01.__2021,283.10,0.00,0.03
VERA-TEMA,02.__2022,0.00,0.00,0.00
VERA-TEMA,03.__2023,0.00,0.00,0.00
VERA-TEMA,04.__2024,943.60,0.00,0.01
VERA-TEMA,05.__2025,0.00,0.00,0.00
VERA-TEMA,06.__2026,0.00,0.00,0.00
VERA-TEMA,07.__2027,0.00,0.00,0.00
VERA-TEMA,08.__2028,0.00,0.00,0.00
VERA-TEMA,09.__2029,0.00,0.00,0.00
VERA-TEMA,10.__2030,0.00,0.00,0.00
VERA-TEMA,11.__2031,0.00,0.00,0.00
VERA-TEMA,12.__2032,0.00,0.00,0.00
VERA-TEMA,13.__2033,0.00,0.00,0.00
VERA-TEMA,14.__2034,0.00,0.00,0.00
VERA-TEMA,15.__2035,0.00,0.00,0.00
VERA-TEMA,16.__2036,0.00,0.00,0.00
VERA-TEMA,17.__2037,0.00,0.00,0.00
VERA-TEMA,18.__2038,0.00,0.00,0.00
VERA-TEMA,19.__2039,0.00,0.00,0.00
VERA-TEMA,20.__2040,0.00,0.00,0.00
VERA-TEMA,21.__2041,0.00,0.00,0.00
VER-POZ,01.__2021,540.00,0.00,0.01
VER-POZ,02.__2022,0.00,0.00,0.00
VER-POZ,03.__2023,0.00,0.00,0.00
VER-POZ,04.__2024,100.00,0.01,0.05
VER-POZ,05.__2025,0.00,0.00,0.00
VER-POZ,06.__2026,0.00,0.00,0.00
VER-POZ,07.__2027,0.00,0.00,0.00
VER-POZ,08.__2028,0.00,0.00,0.00
VER-POZ,09.__2029,0.00,0.00,0.00
VER-POZ,10.__2030,0.00,0.00,0.00
VER-POZ,11.__2031,0.00,0.00,0.00
VER-POZ,12.__2032,0.00,0.00,0.00
VER-POZ,13.__2033,0.00,0.00,0.00
VER-POZ,14.__2034,0.00,0.00,0.00
VER-POZ,15.__2035,0.00,0.00,0.00
VER-POZ,16.__2036,0.00,0.00,0.00
VER-POZ,17.__2037,0.00,0.00,0.00
VER-POZ,18.__2038,0.00,0.00,0.00
VER-POZ,19.__2039,0.00,0.00,0.00
VER-POZ,20.__2040,0.00,0.00,0.00
VER-POZ,21.__2041,0.00,0.00,0.00
